Nome;Email;Telefone;Idade;Estado;Faixa Etária;Válido
Bruno oliveira;juliana.araujo@gmail.com;(30) 95401-3036;27.0;PR;Jovem;True
Eduardo silva;bruno.araujo@gmail.com;(77) 97004-5623;73.0;GO;Idoso;True
Juliana souza;eduardo.oliveira@gmail.com;(55) 90848-4575;79.0;CE;Idoso;True
Helena pereira;juliana.silva@gmail.com;(78) 92371-1904;34.0;PE;Adulto;True
Igor oliveira;juliana.souza@gmail.com;(75) 97344-5275;46.0;CE;Adulto;True
Daniela costa;helena.silva@gmail.com;(28) 93449-2956;73.0;RS;Idoso;True
Daniela silva;fernanda.souza@gmail.com;(17) 99683-4229;69.0;PE;Idoso;True
Igor souza;gustavo.pereira@gmail.com;(62) 95906-9308;41.0;MG;Adulto;True
Igor costa;daniela.araujo@gmail.com;(50) 99725-2391;21.0;PE;Jovem;True
Juliana nascimento;ana.araujo@gmail.com;(76) 93307-3646;26.0;BA;Jovem;True
Daniela nascimento;eduardo.costa@gmail.com;(47) 93822-8289;71.0;PR;Idoso;True
Carlos souza;carlos.oliveira@gmail.com;(96) 93589-6083;34.0;GO;Adulto;True
Eduardo araujo;bruno.nascimento@gmail.com;(73) 97770-7251;18.0;MG;Jovem;True
Daniela nascimento;carlos.araujo@gmail.com;(48) 95949-7799;47.0;GO;Adulto;True
Bruno almeida;fernanda.souza@gmail.com;(19) 92614-2289;39.0;SC;Adulto;True
Juliana lima;daniela.araujo@gmail.com;(74) 92618-8392;69.0;RJ;Idoso;True
Fernanda ribeiro;helena.lima@gmail.com;(32) 92927-1267;18.0;SP;Jovem;True
Helena almeida;igor.almeida@gmail.com;(47) 98033-4072;38.0;MG;Adulto;True
Gustavo araujo;gustavo.souza@gmail.com;(37) 92844-5457;80.0;PR;Idoso;True
Juliana pereira;igor.lima@gmail.com;(94) 96086-6279;67.0;SP;Idoso;True
Igor oliveira;igor.costa@gmail.com;(44) 97690-2890;44.0;PR;Adulto;True
Bruno araujo;ana.costa@gmail.com;(77) 94925-2918;44.0;MG;Adulto;True
Bruno almeida;helena.almeida@gmail.com;(77) 98550-1065;53.0;SC;Adulto;True
Juliana ribeiro;igor.oliveira@gmail.com;(64) 99862-4518;72.0;MG;Idoso;True
Juliana silva;bruno.araujo@gmail.com;(57) 90599-3092;73.0;CE;Idoso;True
Helena pereira;gustavo.oliveira@gmail.com;(17) 90128-2182;19.0;SC;Jovem;True
Fernanda souza;ana.costa@gmail.com;(72) 90391-2240;74.0;PE;Idoso;True
Ana silva;helena.nascimento@gmail.com;(93) 90741-1906;47.0;RS;Adulto;True
Gustavo costa;ana.ribeiro@gmail.com;(37) 95234-7177;58.0;BA;Adulto;True
Gustavo ribeiro;gustavo.ribeiro@gmail.com;(28) 94681-8884;21.0;PE;Jovem;True
Igor pereira;daniela.ribeiro@gmail.com;(27) 92576-7943;24.0;SC;Jovem;True
Carlos almeida;ana.costa@gmail.com;(71) 92445-9217;35.0;SC;Adulto;True
Carlos ribeiro;ana.pereira@gmail.com;(83) 92348-5734;18.0;MG;Jovem;True
Igor lima;gustavo.silva@gmail.com;(49) 92308-8590;79.0;PR;Idoso;True
Juliana costa;igor.ribeiro@gmail.com;(30) 93786-4345;61.0;GO;Idoso;True
Juliana almeida;helena.costa@gmail.com;(96) 95783-7093;41.0;RJ;Adulto;True
Fernanda souza;helena.lima@gmail.com;(67) 93586-9070;43.0;RS;Adulto;True
Daniela almeida;fernanda.pereira@gmail.com;(21) 98845-4655;23.0;BA;Jovem;True
Bruno nascimento;igor.souza@gmail.com;(38) 93806-6997;69.0;PR;Idoso;True
Juliana lima;bruno.nascimento@gmail.com;(90) 96093-6517;24.0;GO;Jovem;True
Fernanda ribeiro;eduardo.lima@gmail.com;(20) 97456-4743;66.0;GO;Idoso;True
Ana araujo;carlos.araujo@gmail.com;(81) 96780-7900;27.0;GO;Jovem;True
Carlos araujo;helena.silva@gmail.com;(60) 93131-3056;27.0;PE;Jovem;True
Eduardo pereira;fernanda.silva@gmail.com;(52) 99913-3412;52.0;RJ;Adulto;True
Eduardo almeida;bruno.costa@gmail.com;(48) 99230-8899;74.0;BA;Idoso;True
Eduardo souza;gustavo.lima@gmail.com;(40) 92694-8747;45.0;PR;Adulto;True
Ana silva;helena.lima@gmail.com;(37) 96802-1148;50.0;RS;Adulto;True
Igor souza;ana.costa@gmail.com;(13) 97944-4278;51.0;CE;Adulto;True
Bruno souza;carlos.silva@gmail.com;(53) 98679-8034;71.0;PR;Idoso;True
Juliana oliveira;daniela.pereira@gmail.com;(19) 90272-2992;34.0;RJ;Adulto;True
Eduardo lima;juliana.almeida@gmail.com;(56) 96242-7397;36.0;PE;Adulto;True
Bruno araujo;eduardo.silva@gmail.com;(47) 95135-8664;51.0;RJ;Adulto;True
Gustavo souza;juliana.silva@gmail.com;(68) 99377-4160;25.0;CE;Jovem;True
Ana ribeiro;fernanda.souza@gmail.com;(44) 93127-4289;46.0;PE;Adulto;True
Helena pereira;helena.almeida@gmail.com;(35) 97904-1609;79.0;BA;Idoso;True
Juliana pereira;bruno.ribeiro@gmail.com;(77) 98073-1974;41.0;CE;Adulto;True
Ana silva;ana.pereira@gmail.com;(24) 93050-4181;76.0;BA;Idoso;True
Helena nascimento;fernanda.oliveira@gmail.com;(70) 93888-7481;80.0;RJ;Idoso;True
Eduardo souza;fernanda.nascimento@gmail.com;(89) 90715-4059;65.0;GO;Idoso;True
Helena araujo;carlos.ribeiro@gmail.com;(66) 99986-3492;53.0;RJ;Adulto;True
Bruno souza;carlos.costa@gmail.com;(52) 97298-5991;27.0;GO;Jovem;True
Juliana nascimento;eduardo.ribeiro@gmail.com;(35) 94775-6289;34.0;BA;Adulto;True
Daniela silva;juliana.almeida@gmail.com;(38) 93094-3914;70.0;RJ;Idoso;True
Carlos ribeiro;bruno.nascimento@gmail.com;(52) 92590-9263;24.0;RS;Jovem;True
Igor almeida;carlos.pereira@gmail.com;(98) 96904-5971;63.0;GO;Idoso;True
Ana araujo;carlos.souza@gmail.com;(60) 91136-3321;22.0;PE;Jovem;True
Daniela lima;carlos.pereira@gmail.com;(58) 93800-6515;37.0;RS;Adulto;True
Ana silva;gustavo.almeida@gmail.com;(54) 98553-9227;22.0;CE;Jovem;True
Carlos oliveira;helena.silva@gmail.com;(85) 93869-9914;26.0;PR;Jovem;True
Ana almeida;fernanda.nascimento@gmail.com;(30) 92194-3721;75.0;MG;Idoso;True
Gustavo pereira;eduardo.araujo@gmail.com;(94) 93730-2280;28.0;CE;Jovem;True
Daniela ribeiro;gustavo.silva@gmail.com;(86) 99235-4424;71.0;RS;Idoso;True
Helena silva;juliana.lima@gmail.com;(20) 94305-9642;23.0;BA;Jovem;True
Daniela araujo;daniela.nascimento@gmail.com;(10) 99583-3733;54.0;BA;Adulto;True
Helena oliveira;daniela.silva@gmail.com;(22) 98735-8963;52.0;CE;Adulto;True
Eduardo pereira;ana.nascimento@gmail.com;(12) 91438-7807;68.0;GO;Idoso;True
Carlos souza;gustavo.oliveira@gmail.com;(19) 98250-1303;28.0;PE;Jovem;True
Carlos araujo;gustavo.lima@gmail.com;(27) 97493-8290;22.0;CE;Jovem;True
Helena almeida;carlos.lima@gmail.com;(82) 93956-1844;58.0;SC;Adulto;True
Gustavo pereira;eduardo.silva@gmail.com;(84) 94366-7761;31.0;BA;Adulto;True
Daniela souza;eduardo.lima@gmail.com;(29) 97947-3790;37.0;PE;Adulto;True
Carlos costa;juliana.almeida@gmail.com;(25) 95895-2217;26.0;SP;Jovem;True
Helena lima;daniela.nascimento@gmail.com;(44) 98565-8086;69.0;GO;Idoso;True
Carlos almeida;gustavo.nascimento@gmail.com;(97) 91365-2588;42.0;RJ;Adulto;True
Gustavo oliveira;ana.souza@gmail.com;(21) 92721-1948;28.0;SP;Jovem;True
Bruno ribeiro;ana.araujo@gmail.com;(64) 98625-4032;65.0;RS;Idoso;True
Daniela pereira;carlos.nascimento@gmail.com;(87) 98119-5098;18.0;SP;Jovem;True
Fernanda costa;eduardo.souza@gmail.com;(42) 90159-2076;58.0;SC;Adulto;True
Gustavo lima;gustavo.araujo@gmail.com;(63) 98623-5629;42.0;RS;Adulto;True
Bruno oliveira;carlos.araujo@gmail.com;(99) 97396-1505;72.0;MG;Idoso;True
Helena oliveira;eduardo.lima@gmail.com;(32) 94851-2047;20.0;PE;Jovem;True
Bruno silva;daniela.lima@gmail.com;(13) 90910-7625;49.0;CE;Adulto;True
Daniela nascimento;carlos.silva@gmail.com;(93) 94144-7447;67.0;MG;Idoso;True
Fernanda ribeiro;daniela.souza@gmail.com;(78) 98185-5063;65.0;RS;Idoso;True
Fernanda almeida;helena.almeida@gmail.com;(56) 98403-8520;49.0;PR;Adulto;True
Juliana nascimento;eduardo.nascimento@gmail.com;(21) 91399-4524;65.0;PR;Idoso;True
Eduardo silva;carlos.pereira@gmail.com;(94) 92380-1561;73.0;GO;Idoso;True
Bruno silva;daniela.pereira@gmail.com;(99) 92616-9031;35.0;RJ;Adulto;True
Fernanda araujo;carlos.ribeiro@gmail.com;(23) 91185-6880;25.0;GO;Jovem;True
Carlos silva;bruno.nascimento@gmail.com;(44) 91050-8103;50.0;MG;Adulto;True
Igor nascimento;bruno.almeida@gmail.com;(32) 96668-6956;42.0;RS;Adulto;True
Bruno lima;ana.ribeiro@gmail.com;(72) 98512-7785;70.0;PE;Idoso;True
Ana ribeiro;carlos.pereira@gmail.com;(67) 98195-5583;78.0;RS;Idoso;True
Daniela araujo;igor.araujo@gmail.com;(70) 90206-2743;72.0;BA;Idoso;True
Igor almeida;ana.silva@gmail.com;(22) 92380-6856;30.0;BA;Idoso;True
Juliana araujo;igor.lima@gmail.com;(18) 91321-3189;62.0;SC;Idoso;True
Fernanda ribeiro;juliana.costa@gmail.com;(18) 92212-9641;47.0;RJ;Adulto;True
Bruno pereira;igor.araujo@gmail.com;(27) 93311-6575;32.0;PE;Adulto;True
Fernanda souza;fernanda.nascimento@gmail.com;(48) 95464-2927;71.0;GO;Idoso;True
Gustavo oliveira;igor.lima@gmail.com;(64) 95549-6971;43.0;BA;Adulto;True
Daniela oliveira;daniela.nascimento@gmail.com;(70) 95281-1354;79.0;CE;Idoso;True
Ana silva;bruno.araujo@gmail.com;(77) 97918-1891;31.0;SP;Adulto;True
Carlos lima;ana.costa@gmail.com;(37) 90298-8717;47.0;RS;Adulto;True
Ana souza;gustavo.souza@gmail.com;(12) 98795-9117;31.0;RJ;Adulto;True
Eduardo almeida;igor.oliveira@gmail.com;(22) 95178-7058;22.0;RS;Jovem;True
Juliana silva;daniela.almeida@gmail.com;(20) 99679-2222;62.0;BA;Idoso;True
Juliana silva;igor.oliveira@gmail.com;(27) 92486-7996;55.0;SP;Adulto;True
Fernanda ribeiro;eduardo.araujo@gmail.com;(18) 94948-9566;51.0;BA;Adulto;True
Carlos souza;helena.nascimento@gmail.com;(56) 97846-5509;53.0;BA;Adulto;True
Juliana oliveira;juliana.ribeiro@gmail.com;(31) 92845-9327;72.0;SP;Idoso;True
Igor costa;igor.pereira@gmail.com;(72) 90193-5106;25.0;RS;Jovem;True
Juliana costa;helena.pereira@gmail.com;(74) 96681-3302;72.0;CE;Idoso;True
Carlos nascimento;daniela.souza@gmail.com;(51) 97890-2654;46.0;BA;Adulto;True
Helena ribeiro;fernanda.silva@gmail.com;(86) 91363-3993;52.0;PE;Adulto;True
Igor nascimento;daniela.nascimento@gmail.com;(51) 96422-7757;59.0;MG;Adulto;True
Juliana nascimento;helena.silva@gmail.com;(18) 90848-6105;57.0;BA;Adulto;True
Daniela lima;helena.souza@gmail.com;(52) 91790-9223;24.0;RJ;Jovem;True
Carlos pereira;fernanda.ribeiro@gmail.com;(47) 96299-5530;73.0;SP;Idoso;True
Carlos souza;igor.araujo@gmail.com;(35) 97966-3380;65.0;CE;Idoso;True
Fernanda oliveira;helena.pereira@gmail.com;(83) 92430-3032;38.0;CE;Adulto;True
Bruno araujo;helena.costa@gmail.com;(56) 95932-6415;76.0;BA;Idoso;True
Fernanda ribeiro;eduardo.oliveira@gmail.com;(22) 95967-5064;26.0;SC;Jovem;True
Fernanda souza;fernanda.souza@gmail.com;(45) 96722-8930;43.0;MG;Adulto;True
Eduardo nascimento;gustavo.ribeiro@gmail.com;(29) 99229-8108;49.0;BA;Adulto;True
Helena pereira;bruno.costa@gmail.com;(90) 95615-9066;65.0;PR;Idoso;True
Fernanda pereira;daniela.lima@gmail.com;(81) 92890-8472;57.0;PR;Adulto;True
Eduardo araujo;igor.pereira@gmail.com;(19) 91496-8768;80.0;GO;Idoso;True
Juliana lima;helena.almeida@gmail.com;(57) 95766-4145;25.0;PE;Jovem;True
Helena pereira;ana.araujo@gmail.com;(21) 90385-4941;34.0;BA;Adulto;True
Ana oliveira;gustavo.ribeiro@gmail.com;(95) 97739-6828;25.0;PR;Jovem;True
Juliana souza;gustavo.ribeiro@gmail.com;(75) 95961-2112;80.0;BA;Idoso;True
Helena almeida;carlos.costa@gmail.com;(89) 91330-5913;27.0;MG;Jovem;True
Igor lima;ana.oliveira@gmail.com;(44) 91681-6613;80.0;SP;Idoso;True
Igor costa;carlos.oliveira@gmail.com;(42) 92999-3543;73.0;MG;Idoso;True
Helena almeida;igor.pereira@gmail.com;(26) 98259-5680;70.0;BA;Idoso;True
Carlos nascimento;fernanda.araujo@gmail.com;(25) 97111-8108;68.0;SP;Idoso;True
Gustavo almeida;fernanda.oliveira@gmail.com;(28) 91247-7022;34.0;GO;Adulto;True
Fernanda lima;eduardo.oliveira@gmail.com;(34) 92478-6228;80.0;SC;Idoso;True
Fernanda ribeiro;bruno.araujo@gmail.com;(51) 95616-4748;45.0;SP;Adulto;True
Bruno ribeiro;juliana.costa@gmail.com;(56) 95816-6731;35.0;BA;Adulto;True
Fernanda oliveira;ana.silva@gmail.com;(20) 93053-2715;61.0;BA;Idoso;True
Fernanda silva;fernanda.silva@gmail.com;(55) 91498-8464;53.0;SP;Adulto;True
Juliana nascimento;fernanda.souza@gmail.com;(91) 99848-9475;48.0;BA;Adulto;True
Ana almeida;eduardo.lima@gmail.com;(51) 92314-9201;32.0;PE;Adulto;True
Bruno almeida;juliana.silva@gmail.com;(45) 94029-1869;69.0;PR;Idoso;True
Fernanda almeida;daniela.pereira@gmail.com;(93) 91265-6153;38.0;RS;Adulto;True
Gustavo pereira;fernanda.almeida@gmail.com;(97) 95093-8060;69.0;CE;Idoso;True
Eduardo lima;fernanda.souza@gmail.com;(81) 98585-6934;28.0;SC;Jovem;True
Eduardo ribeiro;gustavo.souza@gmail.com;(71) 92081-6118;69.0;BA;Idoso;True
Helena nascimento;bruno.nascimento@gmail.com;(71) 96623-8196;27.0;SP;Jovem;True
Carlos lima;igor.souza@gmail.com;(60) 95118-6061;34.0;SC;Adulto;True
Daniela ribeiro;juliana.ribeiro@gmail.com;(82) 94515-2989;30.0;MG;Idoso;True
Carlos lima;gustavo.lima@gmail.com;(10) 98875-9615;55.0;PE;Adulto;True
Daniela lima;gustavo.araujo@gmail.com;(39) 99842-2086;27.0;GO;Jovem;True
Daniela oliveira;daniela.silva@gmail.com;(70) 96711-1830;49.0;SP;Adulto;True
Eduardo nascimento;daniela.silva@gmail.com;(24) 95549-9206;68.0;RJ;Idoso;True
Carlos silva;carlos.nascimento@gmail.com;(90) 96622-4411;79.0;RS;Idoso;True
Helena souza;juliana.araujo@gmail.com;(92) 95658-2179;39.0;RJ;Adulto;True
Juliana silva;carlos.oliveira@gmail.com;(80) 98336-3138;19.0;MG;Jovem;True
Fernanda nascimento;carlos.silva@gmail.com;(46) 91949-9548;20.0;PR;Jovem;True
Eduardo silva;eduardo.pereira@gmail.com;(97) 95026-9049;67.0;PR;Idoso;True
Ana lima;eduardo.lima@gmail.com;(25) 96909-1475;46.0;SP;Adulto;True
Ana oliveira;helena.almeida@gmail.com;(57) 94203-3253;67.0;PE;Idoso;True
Helena oliveira;daniela.lima@gmail.com;(36) 91397-8822;58.0;BA;Adulto;True
Daniela lima;fernanda.oliveira@gmail.com;(24) 94493-3623;46.0;RJ;Adulto;True
Bruno ribeiro;igor.silva@gmail.com;(25) 96149-2586;61.0;CE;Idoso;True
Helena pereira;fernanda.oliveira@gmail.com;(48) 92401-6801;45.0;GO;Adulto;True
Eduardo oliveira;eduardo.almeida@gmail.com;(18) 98130-1983;62.0;PR;Idoso;True
Daniela lima;juliana.oliveira@gmail.com;(16) 92241-7387;54.0;PE;Adulto;True
Gustavo oliveira;fernanda.almeida@gmail.com;(13) 93174-5656;45.0;SP;Adulto;True
Eduardo pereira;daniela.nascimento@gmail.com;(56) 95951-8236;67.0;PR;Idoso;True
Bruno silva;bruno.ribeiro@gmail.com;(63) 90031-4224;19.0;PE;Jovem;True
Ana silva;bruno.costa@gmail.com;(36) 92994-5664;69.0;SP;Idoso;True
Helena costa;bruno.souza@gmail.com;(84) 99949-7529;26.0;RJ;Jovem;True
Eduardo nascimento;bruno.silva@gmail.com;(76) 91674-9838;45.0;MG;Adulto;True
Eduardo ribeiro;helena.pereira@gmail.com;(68) 93961-5736;54.0;SC;Adulto;True
Fernanda oliveira;helena.oliveira@gmail.com;(83) 90334-9994;36.0;RS;Adulto;True
Gustavo oliveira;carlos.ribeiro@gmail.com;(16) 95261-4839;48.0;MG;Adulto;True
Eduardo nascimento;gustavo.oliveira@gmail.com;(42) 91262-2136;32.0;SC;Adulto;True
Carlos costa;carlos.araujo@gmail.com;(73) 90923-8284;48.0;PE;Adulto;True
Bruno almeida;gustavo.araujo@gmail.com;(66) 95551-8274;50.0;RJ;Adulto;True
Daniela lima;gustavo.almeida@gmail.com;(56) 99928-4516;67.0;CE;Idoso;True
Bruno costa;ana.souza@gmail.com;(10) 94123-2517;30.0;PR;Idoso;True
Helena almeida;eduardo.pereira@gmail.com;(52) 90849-7787;56.0;PR;Adulto;True
Eduardo araujo;helena.ribeiro@gmail.com;(34) 94037-5992;78.0;MG;Idoso;True
Ana costa;helena.pereira@gmail.com;(96) 95961-5003;74.0;MG;Idoso;True
Carlos pereira;igor.souza@gmail.com;(27) 92997-8579;49.0;SC;Adulto;True
Fernanda nascimento;gustavo.nascimento@gmail.com;(11) 93263-8433;35.0;SC;Adulto;True
Gustavo souza;bruno.pereira@gmail.com;(74) 90855-3839;58.0;RS;Adulto;True
Juliana oliveira;fernanda.lima@gmail.com;(33) 95203-7020;33.0;RS;Adulto;True
Igor costa;daniela.costa@gmail.com;(99) 98304-9325;49.0;CE;Adulto;True
Daniela nascimento;helena.souza@gmail.com;(49) 90153-6958;79.0;SC;Idoso;True
Ana nascimento;juliana.lima@gmail.com;(84) 93806-5428;43.0;SC;Adulto;True
Bruno nascimento;ana.oliveira@gmail.com;(55) 91171-4676;54.0;SC;Adulto;True
Gustavo ribeiro;eduardo.almeida@gmail.com;(13) 97690-3760;57.0;SP;Adulto;True
Juliana lima;igor.nascimento@gmail.com;(88) 96150-3159;34.0;BA;Adulto;True
Bruno almeida;helena.lima@gmail.com;(71) 92642-3283;22.0;BA;Jovem;True
Carlos oliveira;fernanda.oliveira@gmail.com;(35) 98650-7916;18.0;MG;Jovem;True
Bruno ribeiro;juliana.pereira@gmail.com;(34) 98986-4104;28.0;GO;Jovem;True
Helena araujo;helena.ribeiro@gmail.com;(51) 90203-4079;76.0;RS;Idoso;True
Eduardo costa;eduardo.ribeiro@gmail.com;(92) 98768-4467;56.0;CE;Adulto;True
Carlos souza;bruno.pereira@gmail.com;(35) 95539-8756;36.0;PR;Adulto;True
Juliana lima;igor.souza@gmail.com;(60) 91501-6078;32.0;BA;Adulto;True
Daniela souza;juliana.ribeiro@gmail.com;(92) 94735-3616;61.0;MG;Idoso;True
Ana pereira;bruno.ribeiro@gmail.com;(76) 94851-9209;26.0;SP;Jovem;True
Helena araujo;juliana.lima@gmail.com;(53) 98513-4507;53.0;MG;Adulto;True
Daniela pereira;igor.nascimento@gmail.com;(73) 91868-8703;74.0;RS;Idoso;True
Gustavo almeida;daniela.silva@gmail.com;(73) 94344-3304;54.0;PE;Adulto;True
Juliana araujo;ana.costa@gmail.com;(89) 90144-2955;64.0;CE;Idoso;True
Igor lima;bruno.araujo@gmail.com;(17) 91561-8636;53.0;MG;Adulto;True
Ana almeida;fernanda.ribeiro@gmail.com;(45) 97396-6698;45.0;SC;Adulto;True
Fernanda nascimento;helena.oliveira@gmail.com;(77) 91999-8546;18.0;GO;Jovem;True
Gustavo almeida;carlos.costa@gmail.com;(89) 95443-5862;56.0;MG;Adulto;True
Bruno costa;igor.oliveira@gmail.com;(78) 99955-8764;76.0;BA;Idoso;True
Bruno nascimento;helena.costa@gmail.com;(27) 91001-7938;18.0;MG;Jovem;True
Igor lima;juliana.lima@gmail.com;(27) 93968-7436;79.0;MG;Idoso;True
Ana almeida;ana.nascimento@gmail.com;(79) 95482-8721;76.0;MG;Idoso;True
Carlos souza;ana.costa@gmail.com;(83) 98829-2703;78.0;BA;Idoso;True
Daniela costa;daniela.costa@gmail.com;(48) 95228-6392;32.0;SC;Adulto;True
Carlos lima;helena.oliveira@gmail.com;(67) 95243-4259;62.0;RJ;Idoso;True
Helena nascimento;carlos.nascimento@gmail.com;(11) 90395-5118;66.0;SP;Idoso;True
Carlos costa;ana.ribeiro@gmail.com;(59) 92623-7196;75.0;PR;Idoso;True
Bruno pereira;fernanda.almeida@gmail.com;(26) 98040-8724;64.0;BA;Idoso;True
Eduardo nascimento;ana.oliveira@gmail.com;(51) 97380-2235;29.0;RJ;Idoso;True
Gustavo costa;eduardo.souza@gmail.com;(19) 90638-2364;39.0;RS;Adulto;True
Daniela oliveira;juliana.lima@gmail.com;(55) 94449-1184;49.0;SC;Adulto;True
Daniela oliveira;eduardo.souza@gmail.com;(12) 93613-2406;18.0;MG;Jovem;True
Igor costa;bruno.lima@gmail.com;(70) 92991-4993;55.0;BA;Adulto;True
Ana almeida;eduardo.almeida@gmail.com;(57) 93323-4845;43.0;RJ;Adulto;True
Juliana silva;gustavo.pereira@gmail.com;(37) 99518-5322;49.0;RJ;Adulto;True
Igor araujo;bruno.pereira@gmail.com;(10) 94114-2826;63.0;BA;Idoso;True
Juliana almeida;juliana.silva@gmail.com;(31) 99031-7381;41.0;BA;Adulto;True
Carlos silva;ana.lima@gmail.com;(60) 97457-6718;51.0;CE;Adulto;True
Bruno silva;bruno.silva@gmail.com;(41) 97314-8003;31.0;PE;Adulto;True
Fernanda almeida;daniela.almeida@gmail.com;(14) 93161-8384;21.0;PR;Jovem;True
Carlos almeida;eduardo.almeida@gmail.com;(32) 93858-8451;78.0;SC;Idoso;True
Juliana nascimento;carlos.pereira@gmail.com;(74) 94971-1159;23.0;BA;Jovem;True
Igor costa;helena.lima@gmail.com;(62) 94321-2297;29.0;BA;Idoso;True
Gustavo souza;gustavo.oliveira@gmail.com;(57) 97862-9780;18.0;GO;Jovem;True
Ana nascimento;carlos.lima@gmail.com;(56) 91176-3531;24.0;SC;Jovem;True
Helena almeida;carlos.araujo@gmail.com;(73) 99491-3725;58.0;RS;Adulto;True
Fernanda souza;ana.lima@gmail.com;(51) 97878-7804;56.0;PE;Adulto;True
Ana almeida;juliana.oliveira@gmail.com;(93) 99542-3941;24.0;SC;Jovem;True
Igor oliveira;carlos.oliveira@gmail.com;(27) 96146-5987;76.0;SP;Idoso;True
Eduardo souza;eduardo.almeida@gmail.com;(82) 97808-4506;38.0;RJ;Adulto;True
Ana silva;juliana.araujo@gmail.com;(82) 92100-8376;28.0;SP;Jovem;True
Carlos ribeiro;fernanda.pereira@gmail.com;(33) 94089-3283;43.0;BA;Adulto;True
Juliana pereira;eduardo.costa@gmail.com;(74) 91378-3857;64.0;MG;Idoso;True
Gustavo pereira;bruno.almeida@gmail.com;(90) 94582-8237;21.0;PE;Jovem;True
Igor araujo;gustavo.ribeiro@gmail.com;(77) 95592-8198;40.0;PR;Adulto;True
Igor oliveira;fernanda.oliveira@gmail.com;(38) 92321-3178;29.0;GO;Idoso;True
Carlos pereira;helena.nascimento@gmail.com;(34) 92188-7940;70.0;RS;Idoso;True
Ana silva;gustavo.almeida@gmail.com;(83) 99708-2113;40.0;SC;Adulto;True
Igor lima;daniela.oliveira@gmail.com;(62) 97946-3946;54.0;SC;Adulto;True
Ana oliveira;carlos.pereira@gmail.com;(14) 97112-9838;40.0;RS;Adulto;True
Igor araujo;helena.souza@gmail.com;(66) 98128-3443;50.0;RJ;Adulto;True
Bruno oliveira;bruno.oliveira@gmail.com;(66) 93410-5907;72.0;GO;Idoso;True
Eduardo almeida;bruno.souza@gmail.com;(48) 92191-1478;49.0;GO;Adulto;True
Eduardo pereira;eduardo.oliveira@gmail.com;(61) 98233-1376;66.0;SP;Idoso;True
Igor souza;eduardo.ribeiro@gmail.com;(63) 92349-8367;40.0;GO;Adulto;True
Helena costa;ana.ribeiro@gmail.com;(73) 92070-8054;59.0;SP;Adulto;True
Helena araujo;gustavo.ribeiro@gmail.com;(27) 98227-1170;59.0;GO;Adulto;True
Daniela ribeiro;gustavo.almeida@gmail.com;(34) 90624-3491;21.0;SP;Jovem;True
Juliana nascimento;bruno.oliveira@gmail.com;(83) 98465-1496;28.0;SC;Jovem;True
Juliana oliveira;daniela.almeida@gmail.com;(73) 90007-8267;60.0;CE;Idoso;True
Bruno araujo;fernanda.ribeiro@gmail.com;(74) 95392-1605;58.0;SC;Adulto;True
Helena almeida;ana.ribeiro@gmail.com;(34) 96326-2992;25.0;GO;Jovem;True
Gustavo nascimento;igor.costa@gmail.com;(15) 94943-2702;80.0;BA;Idoso;True
Daniela costa;carlos.almeida@gmail.com;(58) 98396-6761;20.0;RS;Jovem;True
Ana pereira;carlos.araujo@gmail.com;(16) 95513-5716;47.0;PE;Adulto;True
Gustavo souza;daniela.costa@gmail.com;(54) 91688-3200;59.0;SC;Adulto;True
Bruno silva;eduardo.oliveira@gmail.com;(86) 97793-3658;27.0;MG;Jovem;True
Fernanda lima;eduardo.ribeiro@gmail.com;(80) 95992-2778;77.0;PE;Idoso;True
Daniela souza;igor.silva@gmail.com;(85) 94141-7278;24.0;PE;Jovem;True
Ana silva;igor.lima@gmail.com;(70) 99347-8250;62.0;MG;Idoso;True
Gustavo costa;ana.almeida@gmail.com;(90) 91192-4108;39.0;RJ;Adulto;True
Juliana ribeiro;bruno.lima@gmail.com;(88) 94671-5515;76.0;MG;Idoso;True
Ana nascimento;carlos.pereira@gmail.com;(55) 95283-8969;37.0;PR;Adulto;True
Bruno araujo;juliana.lima@gmail.com;(46) 98659-5089;26.0;GO;Jovem;True
Juliana souza;daniela.oliveira@gmail.com;(44) 95378-6960;53.0;RJ;Adulto;True
Helena nascimento;daniela.silva@gmail.com;(88) 97443-8433;47.0;SP;Adulto;True
Juliana souza;igor.lima@gmail.com;(86) 93621-3855;38.0;MG;Adulto;True
Juliana pereira;igor.lima@gmail.com;(69) 96646-8957;75.0;PR;Idoso;True
Juliana oliveira;carlos.ribeiro@gmail.com;(94) 90966-6334;37.0;BA;Adulto;True
Helena araujo;daniela.ribeiro@gmail.com;(21) 96587-2252;43.0;SP;Adulto;True
Fernanda oliveira;igor.silva@gmail.com;(20) 94469-1409;18.0;PE;Jovem;True
Ana almeida;igor.araujo@gmail.com;(83) 96057-4512;57.0;GO;Adulto;True
Gustavo oliveira;gustavo.nascimento@gmail.com;(77) 91068-8860;52.0;PE;Adulto;True
Ana souza;daniela.costa@gmail.com;(79) 91961-5389;24.0;GO;Jovem;True
Igor souza;bruno.lima@gmail.com;(91) 94060-4457;71.0;PE;Idoso;True
Carlos lima;igor.pereira@gmail.com;(79) 93793-6851;75.0;PE;Idoso;True
Eduardo souza;helena.nascimento@gmail.com;(72) 93869-1543;68.0;SP;Idoso;True
Ana oliveira;eduardo.silva@gmail.com;(49) 92954-9285;43.0;MG;Adulto;True
