nome,email,telefone,idade,estado
Fernanda Lima,daniela.oliveira@empresa.com,(33) 91667-6351,25.0,PR
Gustavo Araujo,ana.pereira@empresa.com,(70) 90522-1334,38.0,BA
Carlos Ribeiro,bruno.almeida@gmail.com,(52) 98332-8372,74.0,MG
Daniela Oliveira,carlos.ribeiro@hotmail.com,(72) 90960-4050,75.0,PR
Juliana Ribeiro,gustavo.costa@gmail.com,,44.0,RS
Helena Ribeiro,carlos.nascimento@hotmail.com,(54) 95367-6977,53.0,PR
Carlos Araujo,carlos.lima@hotmail.com,,20.0,MG
Bruno Ribeiro,gustavo.nascimento@gmail.com,(79) 97391-9667,42.0,SP
Ana Pereira,fernanda.lima@gmail.com,(17) 95322-4067,64.0,MG
Carlos Lima,juliana.oliveira@gmail.com,(43) 92367-4684,68.0,GO
Igor Lima,helena.oliveira@hotmail.com,(54) 94338-4309,74.0,PE
Bruno Pereira,eduardo.silva@gmail.com,(42) 99980-3803,54.0,PE
Helena Ribeiro,ana.silva@empresa.com,(36) 92852-2372,49.0,RS
Igor Souza,carlos.silva@empresa.com,(96) 94953-4262,41.0,SC
Fernanda Souza,igor.ribeiro@hotmail.com,(28) 95423-9443,69.0,RJ
Bruno Nascimento,ana.souza@hotmail.com,(35) 94032-1271,76.0,PR
Fernanda Ribeiro,eduardo.ribeiro@empresa.com,(90) 91196-4913,76.0,GO
Helena Oliveira,ana.costa@gmail.com,(72) 96923-1240,34.0,PR
Eduardo Pereira,bruno.araujo@hotmail.com,(93) 97922-5319,,BA
Igor Silva,ana.nascimento@empresa.com,(93) 93767-1195,37.0,BA
Helena Silva,fernanda.lima@hotmail.com,(75) 91669-2982,55.0,RS
Bruno Almeida,daniela.oliveira@gmail.com,(66) 99114-1218,53.0,PE
Gustavo Costa,helena.souza@yahoo.com.br,(81) 97995-7868,24.0,SP
Gustavo Pereira,gustavo.pereira@hotmail.com,(71) 98645-5996,23.0,MG
Gustavo Silva,ana.pereira@hotmail.com,(35) 94755-4132,27.0,MG
Ana Lima,daniela.costa@hotmail.com,(54) 97536-9394,68.0,CE
Bruno Oliveira,,(68) 90645-2143,61.0,RS
Fernanda Almeida,gustavo.araujo@hotmail.com,(74) 90751-4263,68.0,PR
Helena Almeida,daniela.silva@gmail.com,(61) 91368-4352,72.0,CE
Bruno Souza,bruno.silva@hotmail.com,(71) 95344-1393,24.0,MG
Igor Pereira,ana.silva@yahoo.com.br,(50) 90985-4615,22.0,RS
Helena Oliveira,,(57) 91597-2845,18.0,MG
Helena Lima,igor.araujo@empresa.com,(94) 97841-5712,42.0,MG
Carlos Oliveira,juliana.pereira@hotmail.com,(55) 97389-4849,24.0,PE
Ana Araujo,bruno.nascimento@yahoo.com.br,(31) 95753-4950,67.0,XX
Bruno Oliveira,helena.nascimento@gmail.com,,23.0,MG
Eduardo Souza,bruno.silva@empresa.com,(93) 92058-8093,18.0,SP
Igor Ribeiro,eduardo.nascimento@yahoo.com.br,(10) 92765-8217,45.0,XX
Carlos Souza,ana.oliveira@gmail.com,(33) 92103-7577,46.0,SC
Ana Lima,,(87) 92139-8377,38.0,RJ
Carlos Almeida,fernanda.lima@hotmail.com,(76) 97601-1426,41.0,SP
Fernanda Oliveira,bruno.costa@empresa.com,(87) 94954-1230,18.0,BA
Daniela Silva,igor.araujo@gmail.com,,60.0,PE
Igor Pereira,carlos.araujo@hotmail.com,(52) 91331-2142,46.0,XX
Helena Silva,ana.araujo@hotmail.com,,70.0,GO
Igor Souza,daniela.silva@yahoo.com.br,(40) 99918-5333,40.0,RJ
Gustavo Lima,eduardo.pereira@hotmail.com,(83) 99426-7764,21.0,RJ
Helena Silva,helena.ribeiro@gmail.com,(69) 99135-6870,47.0,GO
Juliana Silva,gustavo.souza@hotmail.com,(45) 95815-9584,42.0,RJ
Ana Ribeiro,daniela.ribeiro@hotmail.com,(66) 91049-4455,79.0,PR
Daniela Pereira,gustavo.oliveira@gmail.com,(14) 93640-3636,53.0,CE
Fernanda Pereira,igor.silva@yahoo.com.br,(28) 99188-5781,57.0,SC
Daniela Souza,igor.souza@yahoo.com.br,(31) 91758-4473,18.0,GO
Ana Ribeiro,carlos.oliveira@empresa.com,(36) 93564-3093,45.0,PE
Ana Silva,gustavo.nascimento@hotmail.com,(41) 93773-1611,62.0,XX
Fernanda Pereira,bruno.costa@hotmail.com,(92) 90824-5740,75.0,MG
Bruno Pereira,,(31) 95420-7150,28.0,CE
Bruno Oliveira,helena.lima@yahoo.com.br,,24.0,MG
Carlos Silva,helena.silva@empresa.com,,76.0,GO
Gustavo Nascimento,,(35) 90028-6540,66.0,SP
Bruno Costa,bruno.souza@yahoo.com.br,(72) 92992-1432,59.0,CE
Fernanda Nascimento,ana.costa@hotmail.com,(67) 95825-3509,28.0,RJ
Daniela Araujo,igor.pereira@gmail.com,(98) 92821-6334,52.0,BA
Daniela Nascimento,daniela.silva@empresa.com,(86) 93471-2373,68.0,SC
Gustavo Ribeiro,juliana.ribeiro@gmail.com,(65) 90115-8129,25.0,GO
Bruno Pereira,,(38) 91918-5352,79.0,BA
Daniela Souza,juliana.almeida@empresa.com,(71) 94611-5942,73.0,BA
Fernanda Costa,juliana.nascimento@gmail.com,(41) 90114-6743,74.0,SC
Carlos Silva,eduardo.oliveira@gmail.com,(55) 96877-3164,25.0,RJ
Gustavo Costa,bruno.nascimento@gmail.com,(62) 93870-1234,73.0,SC
Ana Ribeiro,juliana.souza@empresa.com,,40.0,CE
Daniela Almeida,eduardo.oliveira@hotmail.com,(72) 96257-4757,46.0,SC
Daniela Souza,,(91) 93055-6329,50.0,RS
Eduardo Araujo,daniela.almeida@empresa.com,(94) 94000-8207,27.0,PR
Fernanda Silva,gustavo.costa@empresa.com,(72) 94239-9983,40.0,SP
Bruno Pereira,ana.souza@yahoo.com.br,(84) 91550-5493,32.0,PR
Gustavo Lima,gustavo.almeida@hotmail.com,(11) 93784-9174,29.0,BA
Juliana Almeida,gustavo.almeida@empresa.com,(60) 95080-2025,55.0,MG
Bruno Nascimento,bruno.nascimento@empresa.com,(41) 91145-5870,40.0,SC
Juliana Oliveira,helena.almeida@hotmail.com,,57.0,RJ
Eduardo Souza,gustavo.oliveira@empresa.com,(77) 99190-8727,20.0,RS
Juliana Costa,igor.nascimento@gmail.com,(49) 92650-7028,21.0,RJ
Gustavo Oliveira,daniela.ribeiro@hotmail.com,(35) 97568-2692,63.0,SP
Fernanda Oliveira,daniela.ribeiro@yahoo.com.br,(85) 94187-4070,69.0,PE
Fernanda Almeida,igor.nascimento@hotmail.com,(46) 90194-9795,74.0,MG
Bruno Costa,fernanda.silva@gmail.com,(78) 98297-7010,38.0,BA
Ana Araujo,bruno.ribeiro@empresa.com,(38) 98220-1132,37.0,SC
Juliana Almeida,carlos.almeida@empresa.com,(79) 95499-3434,33.0,PE
Gustavo Nascimento,gustavo.oliveira@yahoo.com.br,(16) 90800-5699,69.0,MG
Daniela Nascimento,juliana.oliveira@empresa.com,(61) 94373-6892,38.0,MG
Juliana Silva,carlos.ribeiro@hotmail.com,(57) 95766-7640,31.0,BA
Daniela Silva,gustavo.ribeiro@empresa.com,(71) 90517-4085,69.0,CE
Juliana Souza,helena.nascimento@yahoo.com.br,(27) 91983-9482,59.0,CE
Eduardo Pereira,igor.silva@gmail.com,(40) 96014-1669,58.0,CE
Gustavo Pereira,juliana.pereira@yahoo.com.br,(80) 99022-9970,70.0,SP
Juliana Souza,helena.ribeiro@yahoo.com.br,(31) 93796-6943,44.0,PE
Ana Oliveira,bruno.ribeiro@empresa.com,(11) 92215-2132,72.0,SP
Fernanda Almeida,fernanda.oliveira@yahoo.com.br,(79) 90740-7972,34.0,RJ
Eduardo Pereira,carlos.nascimento@yahoo.com.br,(39) 95611-7382,54.0,RJ
Carlos Ribeiro,juliana.nascimento@hotmail.com,(59) 92397-3340,54.0,RS
Daniela Silva,juliana.silva@hotmail.com,(46) 97089-4008,42.0,RS
Daniela Araujo,helena.lima@yahoo.com.br,(52) 95960-7742,27.0,GO
Helena Costa,juliana.araujo@hotmail.com,(95) 98045-8383,37.0,BA
Carlos Lima,daniela.costa@empresa.com,(39) 95537-6641,73.0,SP
Fernanda Silva,,(71) 92164-8559,77.0,RJ
Igor Ribeiro,bruno.oliveira@yahoo.com.br,(98) 99002-5858,29.0,XX
Eduardo Silva,fernanda.costa@hotmail.com,(86) 93042-8654,80.0,PE
Daniela Costa,juliana.almeida@empresa.com,,21.0,XX
Fernanda Pereira,helena.almeida@gmail.com,(86) 94348-5558,64.0,CE
Daniela Nascimento,carlos.ribeiro@empresa.com,(67) 93665-6166,49.0,PR
Ana Pereira,fernanda.araujo@hotmail.com,(17) 96864-9198,50.0,SC
Daniela Araujo,helena.ribeiro@gmail.com,(47) 98166-1044,44.0,RS
Gustavo Nascimento,eduardo.silva@gmail.com,(99) 98016-6035,29.0,RS
Fernanda Oliveira,igor.pereira@hotmail.com,,44.0,BA
Helena Silva,igor.costa@empresa.com,(97) 92570-7317,54.0,GO
Bruno Almeida,igor.silva@hotmail.com,,56.0,GO
Bruno Pereira,fernanda.silva@gmail.com,(68) 90894-1382,23.0,RS
Ana Oliveira,bruno.lima@gmail.com,(67) 91064-2763,48.0,CE
Daniela Oliveira,bruno.almeida@empresa.com,,34.0,MG
Bruno Oliveira,bruno.ribeiro@hotmail.com,(75) 90868-3372,23.0,RJ
Juliana Nascimento,fernanda.almeida@gmail.com,(28) 95847-9328,42.0,BA
Daniela Pereira,igor.araujo@empresa.com,(89) 98354-1262,26.0,GO
Igor Souza,daniela.araujo@gmail.com,(79) 98773-2617,68.0,RS
Gustavo Almeida,,(48) 98864-6092,63.0,RJ
Eduardo Oliveira,juliana.costa@gmail.com,(52) 94294-2207,30.0,GO
Daniela Pereira,gustavo.costa@empresa.com,(33) 94543-3859,19.0,BA
Gustavo Oliveira,bruno.nascimento@gmail.com,(86) 96736-1968,43.0,RJ
Juliana Pereira,igor.almeida@hotmail.com,(89) 91349-5090,76.0,CE
Eduardo Lima,bruno.souza@hotmail.com,(33) 91963-8766,56.0,PE
Juliana Almeida,eduardo.nascimento@hotmail.com,(89) 95125-3363,76.0,PR
Daniela Lima,gustavo.silva@yahoo.com.br,(81) 96747-8054,78.0,BA
Helena Souza,,(28) 93471-7661,34.0,PE
Fernanda Ribeiro,ana.silva@yahoo.com.br,(65) 97440-7749,40.0,GO
Gustavo Oliveira,juliana.oliveira@hotmail.com,(84) 94763-7508,33.0,SP
Helena Almeida,eduardo.lima@gmail.com,(81) 97738-9673,70.0,PE
Gustavo Nascimento,,(85) 97285-2800,55.0,MG
Juliana Ribeiro,igor.almeida@yahoo.com.br,(20) 98547-8887,19.0,PE
Carlos Almeida,igor.almeida@yahoo.com.br,(46) 98498-2863,68.0,SP
Ana Ribeiro,fernanda.almeida@yahoo.com.br,(66) 90296-8101,20.0,SC
Gustavo Souza,ana.pereira@hotmail.com,(71) 98802-8467,70.0,SC
Eduardo Araujo,ana.oliveira@gmail.com,(66) 92502-7746,60.0,GO
Igor Oliveira,juliana.pereira@empresa.com,(66) 93468-3688,23.0,RJ
Igor Oliveira,ana.souza@gmail.com,(76) 91793-4839,38.0,SC
Eduardo Ribeiro,bruno.oliveira@empresa.com,(53) 93640-7536,78.0,GO
Helena Lima,,(71) 96419-3185,46.0,CE
Helena Lima,bruno.nascimento@yahoo.com.br,,19.0,MG
Gustavo Nascimento,gustavo.silva@yahoo.com.br,(32) 98824-3533,36.0,RJ
Juliana Almeida,helena.lima@empresa.com,(13) 97890-6037,60.0,SP
Bruno Costa,,(85) 95274-7695,50.0,PE
Carlos Almeida,,(45) 91459-5029,62.0,CE
Daniela Oliveira,juliana.costa@empresa.com,(28) 94582-6628,40.0,PR
Daniela Silva,carlos.oliveira@empresa.com,(23) 92113-4934,79.0,BA
Ana Nascimento,carlos.pereira@gmail.com,(19) 94678-2375,29.0,SC
Fernanda Almeida,daniela.ribeiro@hotmail.com,(20) 95758-9529,30.0,GO
Gustavo Ribeiro,juliana.pereira@empresa.com,(42) 95600-2920,46.0,RJ
Gustavo Costa,bruno.nascimento@gmail.com,(49) 93568-9877,60.0,PR
Gustavo Almeida,ana.ribeiro@hotmail.com,(54) 90998-1927,40.0,CE
Eduardo Araujo,carlos.silva@yahoo.com.br,(58) 99898-3079,29.0,MG
Bruno Ribeiro,ana.almeida@empresa.com,(54) 91133-1982,25.0,GO
Ana Souza,daniela.silva@gmail.com,(98) 91226-6895,72.0,RS
Gustavo Araujo,carlos.lima@yahoo.com.br,(89) 92243-9903,69.0,RS
Carlos Pereira,carlos.ribeiro@empresa.com,(84) 94642-3495,26.0,BA
Gustavo Lima,gustavo.oliveira@empresa.com,(55) 92219-8250,59.0,GO
Fernanda Nascimento,eduardo.araujo@yahoo.com.br,(11) 97308-8903,68.0,SP
Helena Costa,helena.costa@yahoo.com.br,(93) 91217-5506,46.0,PE
Ana Ribeiro,daniela.almeida@gmail.com,(71) 96489-5775,72.0,PR
Gustavo Pereira,eduardo.silva@hotmail.com,(60) 91750-9072,69.0,PE
Daniela Almeida,fernanda.almeida@hotmail.com,(92) 90762-4842,76.0,RS
Ana Costa,bruno.lima@yahoo.com.br,(26) 95119-3837,47.0,SC
Ana Oliveira,eduardo.ribeiro@hotmail.com,(46) 91139-8528,74.0,CE
Eduardo Araujo,juliana.costa@yahoo.com.br,(68) 99621-3489,18.0,RS
Helena Oliveira,gustavo.almeida@empresa.com,(20) 91724-8502,42.0,XX
Eduardo Pereira,eduardo.silva@empresa.com,(56) 92664-5715,45.0,GO
Juliana Araujo,gustavo.nascimento@gmail.com,(89) 96445-1218,51.0,PR
Carlos Silva,helena.pereira@yahoo.com.br,(22) 92609-8731,58.0,GO
Bruno Souza,fernanda.lima@gmail.com,(71) 92785-1622,60.0,RJ
Gustavo Ribeiro,eduardo.costa@yahoo.com.br,(78) 94725-1264,72.0,GO
Juliana Souza,daniela.lima@hotmail.com,(14) 99420-5441,32.0,PE
Igor Pereira,fernanda.souza@hotmail.com,(21) 95756-3786,69.0,PR
Gustavo Oliveira,eduardo.ribeiro@empresa.com,(87) 98025-3010,21.0,RS
Gustavo Lima,gustavo.nascimento@gmail.com,(76) 96824-3999,46.0,RS
Eduardo Nascimento,igor.ribeiro@empresa.com,(93) 96588-2482,46.0,GO
Igor Ribeiro,fernanda.nascimento@hotmail.com,(40) 96926-9894,34.0,GO
Juliana Lima,daniela.lima@gmail.com,(44) 96322-6539,79.0,SP
Gustavo Souza,igor.pereira@hotmail.com,(46) 95308-7154,57.0,MG
Bruno Araujo,eduardo.nascimento@hotmail.com,(10) 96793-3621,27.0,BA
Fernanda Oliveira,daniela.costa@yahoo.com.br,(39) 96326-8992,21.0,RJ
Eduardo Pereira,igor.ribeiro@gmail.com,(87) 92788-2100,39.0,MG
Gustavo Lima,carlos.ribeiro@gmail.com,(70) 91250-2207,25.0,CE
Ana Oliveira,helena.pereira@yahoo.com.br,(35) 96731-4824,36.0,RJ
Helena Silva,gustavo.ribeiro@yahoo.com.br,(46) 93131-2920,,PE
Bruno Souza,eduardo.nascimento@empresa.com,(25) 91510-3316,68.0,GO
Gustavo Nascimento,fernanda.pereira@gmail.com,(72) 90852-8156,54.0,GO
Gustavo Lima,carlos.silva@empresa.com,(46) 95243-6072,42.0,CE
Gustavo Oliveira,helena.almeida@empresa.com,(77) 93355-1320,54.0,PR
Carlos Costa,fernanda.nascimento@empresa.com,(84) 97764-2465,54.0,SP
Carlos Oliveira,helena.silva@hotmail.com,,43.0,GO
Daniela Almeida,,,23.0,XX
Carlos Nascimento,eduardo.pereira@empresa.com,(70) 99631-2894,63.0,GO
Bruno Almeida,carlos.ribeiro@hotmail.com,(75) 95486-1024,35.0,RJ
Juliana Pereira,juliana.nascimento@gmail.com,(69) 96533-8193,58.0,RJ
Carlos Pereira,daniela.lima@yahoo.com.br,(64) 94216-5629,73.0,RJ
Ana Oliveira,eduardo.pereira@gmail.com,(86) 93436-1487,47.0,SP
Daniela Lima,gustavo.araujo@hotmail.com,(50) 97883-8210,50.0,RJ
Gustavo Almeida,fernanda.nascimento@empresa.com,(93) 91422-5767,61.0,GO
Juliana Souza,ana.costa@empresa.com,(59) 99598-3515,71.0,PE
Carlos Souza,ana.lima@yahoo.com.br,(15) 95639-5656,48.0,PE
Eduardo Souza,fernanda.silva@hotmail.com,(63) 93520-6695,46.0,GO
Gustavo Souza,fernanda.silva@hotmail.com,(45) 90627-9250,46.0,CE
Eduardo Souza,juliana.oliveira@empresa.com,(53) 91751-8261,21.0,CE
Fernanda Silva,igor.lima@empresa.com,(48) 94752-2224,73.0,SC
Juliana Pereira,,(77) 98943-3126,40.0,RJ
Helena Almeida,carlos.silva@yahoo.com.br,(93) 92965-5020,47.0,BA
Bruno Silva,ana.almeida@empresa.com,(54) 95625-3369,57.0,SP
Ana Lima,daniela.lima@gmail.com,(68) 93368-5019,62.0,GO
Ana Araujo,carlos.araujo@gmail.com,(17) 96280-2640,38.0,PR
Ana Souza,daniela.araujo@yahoo.com.br,(89) 99840-9396,70.0,SP
Daniela Nascimento,ana.almeida@gmail.com,(46) 93421-9753,63.0,PE
Ana Ribeiro,helena.pereira@yahoo.com.br,(16) 90168-7498,47.0,PE
Juliana Nascimento,helena.oliveira@hotmail.com,(10) 95162-6765,37.0,BA
Eduardo Almeida,juliana.costa@hotmail.com,,30.0,SC
Helena Costa,eduardo.costa@empresa.com,(25) 94181-1077,29.0,GO
Juliana Ribeiro,ana.pereira@yahoo.com.br,(75) 97028-9291,53.0,GO
Fernanda Costa,igor.silva@hotmail.com,(94) 97105-1972,34.0,RS
Fernanda Costa,bruno.ribeiro@empresa.com,(40) 93692-3395,75.0,SC
Daniela Costa,carlos.costa@empresa.com,(17) 99833-3977,35.0,MG
Gustavo Ribeiro,igor.costa@empresa.com,(89) 91762-2909,53.0,PE
Juliana Silva,bruno.costa@gmail.com,(77) 99858-3259,75.0,CE
Fernanda Costa,ana.oliveira@empresa.com,(58) 99089-6718,27.0,BA
Bruno Silva,ana.lima@hotmail.com,(83) 98382-5578,41.0,RS
Helena Ribeiro,fernanda.silva@gmail.com,(34) 98534-4600,45.0,SP
Carlos Silva,carlos.nascimento@yahoo.com.br,(42) 96404-1182,78.0,PE
Juliana Souza,bruno.lima@hotmail.com,(63) 91850-1228,71.0,CE
Igor Lima,daniela.costa@gmail.com,(14) 93619-4833,73.0,SP
Daniela Costa,daniela.souza@yahoo.com.br,(29) 92418-4433,44.0,PE
Helena Araujo,carlos.almeida@yahoo.com.br,(31) 92993-4927,70.0,PE
Helena Nascimento,juliana.lima@yahoo.com.br,(68) 95190-6338,28.0,RJ
Gustavo Pereira,daniela.pereira@hotmail.com,(27) 97619-1608,50.0,SC
Ana Costa,helena.araujo@empresa.com,(26) 95193-1460,38.0,PR
Ana Costa,fernanda.pereira@yahoo.com.br,(79) 98769-8279,50.0,RS
Ana Costa,bruno.souza@hotmail.com,(62) 96577-6897,77.0,BA
Helena Pereira,bruno.oliveira@empresa.com,(66) 98131-7654,51.0,PE
Juliana Almeida,,(69) 98958-9264,25.0,MG
Gustavo Araujo,juliana.silva@yahoo.com.br,(34) 90162-9394,67.0,MG
Bruno Costa,eduardo.oliveira@hotmail.com,(74) 93455-9133,68.0,CE
Gustavo Almeida,gustavo.costa@yahoo.com.br,(15) 96419-7965,28.0,PE
Bruno Ribeiro,carlos.almeida@empresa.com,(89) 95482-8001,77.0,MG
Eduardo Araujo,eduardo.oliveira@gmail.com,(79) 96159-6796,35.0,CE
Daniela Oliveira,igor.ribeiro@hotmail.com,(74) 99602-4971,23.0,CE
Igor Araujo,gustavo.oliveira@yahoo.com.br,(91) 90299-8070,19.0,PE
Igor Silva,fernanda.souza@gmail.com,(82) 98098-6865,72.0,SC
Carlos Almeida,ana.nascimento@hotmail.com,,44.0,PR
Bruno Lima,fernanda.almeida@gmail.com,(19) 94895-1917,33.0,PE
Igor Almeida,daniela.nascimento@empresa.com,(81) 98861-1040,79.0,RS
Carlos Almeida,daniela.nascimento@gmail.com,(36) 91148-6786,55.0,GO
Bruno Almeida,fernanda.costa@gmail.com,(10) 90170-6904,55.0,PR
Igor Pereira,eduardo.costa@yahoo.com.br,(36) 96076-4116,,RJ
Daniela Pereira,bruno.lima@empresa.com,(79) 95256-5805,34.0,SC
Carlos Souza,gustavo.silva@empresa.com,(52) 95379-7515,69.0,RS
Bruno Ribeiro,juliana.souza@gmail.com,(18) 97233-9530,65.0,PE
Ana Oliveira,juliana.pereira@hotmail.com,(67) 96389-1461,24.0,BA
Fernanda Ribeiro,fernanda.souza@hotmail.com,(76) 93247-4062,62.0,BA
Eduardo Pereira,bruno.almeida@empresa.com,(71) 99350-9380,38.0,RS
Eduardo Almeida,eduardo.costa@empresa.com,(99) 96298-6817,62.0,CE
Bruno Oliveira,fernanda.costa@empresa.com,(39) 95998-3448,20.0,RJ
Igor Almeida,daniela.almeida@yahoo.com.br,(62) 99719-4115,61.0,CE
Bruno Costa,ana.ribeiro@empresa.com,(64) 90847-5264,64.0,GO
Daniela Araujo,carlos.almeida@gmail.com,(33) 95374-1349,34.0,SP
Juliana Souza,carlos.nascimento@empresa.com,(97) 90118-2129,70.0,CE
Fernanda Ribeiro,bruno.ribeiro@gmail.com,(40) 99393-6124,24.0,CE
Gustavo Nascimento,helena.pereira@hotmail.com,(81) 99412-9349,33.0,PE
Gustavo Pereira,daniela.almeida@empresa.com,(75) 94767-4864,60.0,PE
Daniela Lima,eduardo.ribeiro@empresa.com,(45) 95038-6931,52.0,MG
Bruno Lima,,(49) 93835-6111,57.0,GO
Bruno Souza,bruno.costa@hotmail.com,(50) 99681-6814,79.0,PE
Bruno Costa,helena.costa@empresa.com,(30) 92555-7601,39.0,PR
Juliana Pereira,gustavo.oliveira@gmail.com,(52) 92332-4639,74.0,SC
Bruno Araujo,gustavo.lima@hotmail.com,(90) 98212-3628,58.0,BA
Fernanda Oliveira,bruno.oliveira@empresa.com,(16) 97130-3526,77.0,PR
Fernanda Ribeiro,gustavo.silva@empresa.com,(80) 95673-3221,51.0,CE
Juliana Silva,igor.lima@yahoo.com.br,(15) 90649-8489,62.0,PR
Eduardo Silva,igor.souza@yahoo.com.br,(86) 90531-2251,19.0,PE
Juliana Nascimento,igor.almeida@yahoo.com.br,(91) 95770-8561,34.0,RJ
Daniela Ribeiro,gustavo.oliveira@empresa.com,,22.0,BA
Gustavo Costa,,(46) 91385-5251,37.0,RS
Fernanda Oliveira,juliana.silva@empresa.com,(29) 94574-4431,44.0,PE
Igor Araujo,gustavo.araujo@hotmail.com,(12) 93002-6559,60.0,RJ
Juliana Pereira,daniela.souza@yahoo.com.br,(74) 98555-6970,40.0,RJ
Bruno Ribeiro,juliana.ribeiro@hotmail.com,(51) 97270-4423,71.0,PE
Ana Nascimento,daniela.silva@empresa.com,(38) 99921-9000,23.0,MG
Helena Costa,daniela.araujo@gmail.com,(91) 96531-1122,64.0,RJ
Carlos Lima,juliana.costa@gmail.com,(55) 90728-3220,24.0,RS
Daniela Almeida,bruno.ribeiro@hotmail.com,(60) 92579-7139,51.0,MG
Helena Oliveira,helena.silva@hotmail.com,(85) 91793-5355,74.0,PE
Juliana Lima,eduardo.costa@hotmail.com,(40) 95191-4567,40.0,CE
Carlos Silva,ana.costa@gmail.com,(56) 99753-6219,75.0,SP
Juliana Costa,juliana.araujo@hotmail.com,(25) 97617-3648,31.0,BA
Eduardo Nascimento,igor.oliveira@yahoo.com.br,(70) 91008-5051,55.0,CE
Bruno Lima,carlos.ribeiro@empresa.com,(72) 99129-9251,77.0,GO
Juliana Almeida,helena.pereira@yahoo.com.br,(36) 97769-4174,61.0,XX
Daniela Almeida,bruno.oliveira@empresa.com,(16) 91576-6653,56.0,RS
Eduardo Ribeiro,daniela.lima@empresa.com,(33) 97728-8918,33.0,RS
Ana Costa,daniela.nascimento@gmail.com,(69) 94635-9885,38.0,MG
Carlos Pereira,igor.nascimento@hotmail.com,(21) 92013-9708,33.0,CE
Daniela Silva,ana.lima@hotmail.com,(79) 98101-9747,78.0,RS
Carlos Almeida,,(12) 95855-3459,47.0,XX
Gustavo Lima,bruno.lima@hotmail.com,(79) 94655-5741,51.0,RJ
Carlos Silva,carlos.silva@gmail.com,(12) 91000-3751,,PE
Igor Ribeiro,carlos.costa@gmail.com,(51) 98452-8486,70.0,RS
Fernanda Ribeiro,juliana.pereira@empresa.com,(51) 97594-4261,73.0,CE
Helena Costa,gustavo.lima@yahoo.com.br,(37) 90364-3936,60.0,BA
Gustavo Ribeiro,fernanda.silva@hotmail.com,(13) 93793-8417,45.0,PR
Bruno Nascimento,carlos.nascimento@empresa.com,(41) 95671-5939,27.0,GO
Eduardo Lima,carlos.pereira@gmail.com,,72.0,PE
Daniela Nascimento,bruno.pereira@hotmail.com,(91) 93813-4293,69.0,MG
Gustavo Souza,eduardo.oliveira@hotmail.com,(42) 90002-2571,73.0,SP
Carlos Costa,helena.costa@hotmail.com,(97) 97539-9898,33.0,SP
Juliana Silva,fernanda.almeida@yahoo.com.br,(95) 90996-7821,27.0,PE
Eduardo Almeida,gustavo.almeida@yahoo.com.br,(89) 93748-4243,34.0,BA
Carlos Araujo,carlos.araujo@gmail.com,(89) 98784-7234,66.0,RJ
Carlos Almeida,,(50) 91162-1346,34.0,XX
Helena Lima,bruno.costa@yahoo.com.br,(99) 91140-5733,58.0,SP
Carlos Pereira,eduardo.araujo@empresa.com,(43) 98808-2727,38.0,MG
Daniela Pereira,,(95) 93368-3841,61.0,XX
Ana Costa,eduardo.pereira@hotmail.com,(31) 90362-7412,36.0,SC
Juliana Souza,bruno.nascimento@yahoo.com.br,(18) 95783-3795,23.0,PE
Carlos Ribeiro,,(13) 91304-2294,26.0,PE
Gustavo Oliveira,daniela.ribeiro@gmail.com,(87) 98359-8246,64.0,SC
Ana Souza,,(12) 94898-8636,74.0,SP
Fernanda Almeida,,(14) 90187-7559,48.0,SP
Carlos Silva,ana.oliveira@empresa.com,(51) 90723-2244,52.0,SC
Bruno Nascimento,juliana.almeida@hotmail.com,(73) 95456-2272,27.0,SP
Fernanda Araujo,helena.souza@yahoo.com.br,(46) 98952-1610,40.0,BA
Gustavo Oliveira,bruno.costa@hotmail.com,(32) 93263-4621,77.0,SC
Gustavo Pereira,ana.ribeiro@empresa.com,(12) 95049-5596,52.0,GO
Ana Souza,carlos.araujo@yahoo.com.br,(69) 90311-7872,50.0,CE
Daniela Ribeiro,bruno.almeida@gmail.com,(55) 98077-7228,63.0,MG
Helena Lima,juliana.oliveira@gmail.com,(26) 97742-4370,80.0,PR
Juliana Oliveira,gustavo.costa@yahoo.com.br,(81) 94035-2156,21.0,SC
Gustavo Souza,bruno.almeida@empresa.com,(30) 95329-9249,64.0,CE
Helena Ribeiro,daniela.oliveira@hotmail.com,(27) 91401-9444,26.0,CE
Eduardo Almeida,igor.souza@yahoo.com.br,(78) 97355-1139,27.0,BA
Fernanda Silva,gustavo.oliveira@gmail.com,(29) 94769-5173,22.0,RS
Bruno Souza,juliana.souza@hotmail.com,(19) 96484-7740,28.0,SC
Bruno Souza,ana.nascimento@gmail.com,(72) 90237-4992,51.0,CE
Helena Nascimento,helena.pereira@hotmail.com,(79) 94613-8780,47.0,SC
Daniela Silva,juliana.oliveira@hotmail.com,(38) 91996-6205,44.0,GO
Juliana Araujo,carlos.souza@yahoo.com.br,(27) 97461-5773,47.0,MG
Juliana Almeida,juliana.nascimento@yahoo.com.br,(41) 99923-2897,23.0,BA
Eduardo Souza,daniela.ribeiro@empresa.com,(22) 96227-6773,24.0,PR
Juliana Oliveira,juliana.souza@empresa.com,(85) 94604-9847,50.0,SP
Gustavo Almeida,fernanda.almeida@gmail.com,,79.0,BA
